Identifier,Dhatupatha,Dhatu,Pratyaya,Artha,Gana,Pad,Karmak,It_Sign,English_Meaning,Hindi_Meaning
०१.०७३५,६४८),ऊह्,ऊहँ,वितर्के,भ्वादिः,,आत्मनेपदी,सकर्मकः,"ऊह्,ऊहँ,वितर्के,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to conjecture,to infer,to guess, to reason, to imagine, to hypothesize)","तर्क करना, कल्पना करना"
०१.०७३६,६४९),गाह्,गाहूँ,विलोडने,भ्वादिः,,आत्मनेपदी,सकर्मकः,"गाह्,गाहूँ,विलोडने,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,वेट् (to destroy, to counterattack)","नष्ट करना, मर्म भेद करना"
०१.०७३७,६५०),गृह्,गृहूँ,ग्रहणे,भ्वादिः,,आत्मनेपदी,सकर्मकः,"गृह्,गृहूँ,ग्रहणे,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,वेट् (to take,to seize, to accept)","लेना, स्वीकार करना"
०१.०७३८,६५१),ग्लह्,ग्लहँ,ग्रहणे,अपादाने,च,भ्वादिः,,"ग्लह्,ग्लहँ,ग्रहणे,अपादाने,च,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to take,to seize, to accept)",लेना
०१.०७३९,६५२ इत्यस्य पाठभेदः),घष्,घषँ,कान्तिकरणे,भ्वादिः,,आत्मनेपदी,सकर्मकः,"घष्,घषँ,कान्तिकरणे,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to cleanse, to purify)","स्वच्छ करना, चमकाना, साफ करना"
०१.०७४०,६५२),घुंष्,घुषिँ,कान्तिकरणे,भ्वादिः,,आत्मनेपदी,सकर्मकः,"घुंष्,घुषिँ,कान्तिकरणे,भ्वादिः,, आत्मनेपदी ,सकर्मकः ,सेट्  ,(to cleanse, to purify)","स्वच्छ करना, चमकाना, साफ करना"
०१.०७४१,६५३),घुष्,घुषिँर्,अविशब्दने,भ्वादिः,,परस्मैपदी,सकर्मकः,"घुष्,घुषिँर्,अविशब्दने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to make indistinct sound)","मन में विचार कर कहना, प्रशंसा करना, तरह तरह के शब्द करना"
०१.०७४२,६५४),अक्ष्,अक्षूँ,व्याप्तौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"अक्ष्,अक्षूँ,व्याप्तौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,वेट् (to pervade,to reach)",व्याप्त होना
०१.०७४३,६५५),तक्ष्,तक्षूँ,तनूकरणे,भ्वादिः,,परस्मैपदी,सकर्मकः,"तक्ष्,तक्षूँ,तनूकरणे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,वेट् (to sharpen, to peel off)","तेज करना, छीलना"
०१.०७४४,६५६),त्वक्ष्,त्वक्षूँ,तनूकरणे,भ्वादिः,,परस्मैपदी,सकर्मकः,"त्वक्ष्,त्वक्षूँ,तनूकरणे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,वेट् (to reduce in size)",छोटा करना
०१.०७४५,६५७),उक्ष्,उक्षँ,सेचने,भ्वादिः,,परस्मैपदी,सकर्मकः,"उक्ष्,उक्षँ,सेचने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle,to wet)","सींचना, गीला करना"
०१.०७४६,६५८),रक्ष्,रक्षँ,पालने,भ्वादिः,,परस्मैपदी,सकर्मकः,"रक्ष्,रक्षँ,पालने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to protect,to watch,to take care of)",पालन करना
०१.०७४७,६५९),निक्ष्,णिक्षँ,चुम्बने,भ्वादिः,,परस्मैपदी,सकर्मकः,"निक्ष्,णिक्षँ,चुम्बने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kiss)",चुम्बन लेना
०१.०७४९,६६१),स्त्रक्ष्,ष्ट्रक्षँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"स्त्रक्ष्,ष्ट्रक्षँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,",to kiss
०१.०७५०,६६०),तृक्ष्,तृक्षँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"तृक्ष्,तृक्षँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०७५२,६६२),नक्ष्,णक्षँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"नक्ष्,णक्षँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०७५३,६६३),वक्ष्,वक्षँ,रोषे,सङ्घाते,च,भ्वादिः,,"वक्ष्,वक्षँ,रोषे,सङ्घाते,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be angry,to collect, to gather)","क्रोध करना, बटोरना, ढेर करना"
०१.०७५४,६६४),मृक्ष्,मृक्षँ,सङ्घाते,भ्वादिः,,परस्मैपदी,अकर्मकः,"मृक्ष्,मृक्षँ,सङ्घाते,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to collect, to heap, to pile up)","एकत्र करना, बटोरना"
०१.०७५५,६६४ इत्यस्य पाठभेदः),म्रक्ष्,म्रक्षँ,सङ्घाते,भ्वादिः,,परस्मैपदी,अकर्मकः,"म्रक्ष्,म्रक्षँ,सङ्घाते,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,","to collect, to heap, to pile up"
०१.०७५६,६६५),तक्ष्,तक्षँ,त्वचने,भ्वादिः,,परस्मैपदी,सकर्मकः,"तक्ष्,तक्षँ,त्वचने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to cover)","आच्छादित करना, ग्रहण करना, एक ओर होना"
०१.०७५७,६६५ इत्यस्य पाठभेदः),पक्ष्,पक्षँ,परिग्रहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"पक्ष्,पक्षँ,परिग्रहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,",to take side
०१.०७५८,६६६),सूर्क्ष्,सूर्क्षँ,आदरे,भ्वादिः,,परस्मैपदी,सकर्मकः,"सूर्क्ष्,सूर्क्षँ,आदरे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to respect, to honor)","आदर करना, सम्मान करना"
०१.०७६०,६६७),काङ्क्ष्,काक्षिँ,काङ्क्षायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"काङ्क्ष्,काक्षिँ,काङ्क्षायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to desire, to long for, to wish)","चाहना, इच्छा करना"
०१.०७६१,६६८),वाङ्क्ष्,वाक्षिँ,काङ्क्षायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"वाङ्क्ष्,वाक्षिँ,काङ्क्षायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to desire, to long for, to wish)","चाहना, इच्छा करना"
०१.०७६२,६६९),माङ्क्ष्,माक्षिँ,काङ्क्षायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"माङ्क्ष्,माक्षिँ,काङ्क्षायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to desire, to long for, to wish)","चाहना, इच्छा करना"
०१.०७६३,६७०),द्राङ्क्ष्,द्राक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,,"द्राङ्क्ष्,द्राक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to desire, to long for, to wish, to caw)","कांव कांव करना, इच्छा करना, चाहना"
०१.०७६४,६७१),ध्राङ्क्ष्,ध्राक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,,"ध्राङ्क्ष्,ध्राक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to desire, to long for, to wish, to caw)","कांव कांव करना, इच्छा करना, चाहना"
०१.०७६५,६७२),ध्वाङ्क्ष्,ध्वाक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,,"ध्वाङ्क्ष्,ध्वाक्षिँ,काङ्क्षायाम्,घोरवाशिते,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to desire, to long for, to wish, to caw)","कांव कांव करना, इच्छा करना, चाहना"
०१.०७६७,६७३),चूष्,चूषँ,पाने,भ्वादिः,,परस्मैपदी,सकर्मकः,"चूष्,चूषँ,पाने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to suck)",चूसना
०१.०७६८,६७४),तूष्,तूषँ,तुष्टौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"तूष्,तूषँ,तुष्टौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be satisfied, to be happy)",तृप्त होना
०१.०७६९,६७५),पूष्,पूषँ,वृद्धौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"पूष्,पूषँ,वृद्धौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to grow)","बढ़ना, पालन करना"
०१.०७७०,६७६),मूष्,मूषँ,स्तेये,भ्वादिः,,परस्मैपदी,सकर्मकः,"मूष्,मूषँ,स्तेये,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to steal to rob)",चोरी करना
०१.०७७१,६७७),लूष्,लूषँ,भूषायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"लूष्,लूषँ,भूषायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to decorate)","शृङ्गार करना, सुशोभित करना"
०१.०७७२,६७८),रूष्,रूषँ,भूषायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"रूष्,रूषँ,भूषायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to decorate)","शृङ्गार करना, सुशोभित करना"
०१.०७७३,६७९),शूष्,शूषँ,प्रसवे,भ्वादिः,,परस्मैपदी,सकर्मकः,"शूष्,शूषँ,प्रसवे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to deliver, to give birth)","उत्पन्न करना, प्रसूत करना"
०१.०७७५,६८०),यूष्,यूषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"यूष्,यूषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy)","हिंसा करना, मारना"
०१.०७७६,६८१),जूष्,जूषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"जूष्,जूषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy)","हिंसा करना, मारना"
०१.०७७७,६८२),भूष्,भूषँ,अलङ्कारे,भ्वादिः,,परस्मैपदी,सकर्मकः,"भूष्,भूषँ,अलङ्कारे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to adorn,to decorate)","अंलकृत करना, सजाना"
०१.०७७९,६८३),ऊष्,ऊषँ,रुजायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"ऊष्,ऊषँ,रुजायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to be ill)","रोगी होना, बीमार होना"
०१.०७८०,६८४),ईष्,ईषँ,उञ्छे,भ्वादिः,,परस्मैपदी,सकर्मकः,"ईष्,ईषँ,उञ्छे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to glean, to gather particle by particle)","एक एक दाना उठाना, बीनना"
०१.०७८१,६८५),कष्,कषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"कष्,कषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८२,६८६),खष्,खषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"खष्,खषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८३,६८७),शिष्,शिषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"शिष्,शिषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,अनिट् ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८४,६८८),जष्,जषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"जष्,जषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८५,६८९),झष्,झषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"झष्,झषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८६,६९०),शष्,शषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"शष्,शषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८७,६९१),वष्,वषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"वष्,वषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८८,६९२),मष्,मषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"मष्,मषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७८९,६९३),रुष्,रुषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"रुष्,रुषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७९०,६९४),रिष्,रिषँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"रिष्,रिषँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to kill, to destroy, to hurt)","मारना, हिंसा करना"
०१.०७९१,६९५),भष्,भषँ,भर्त्सने,भ्वादिः,,परस्मैपदी,अकर्मकः,"भष्,भषँ,भर्त्सने,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to bark,to revile, to abuse, to criticise)","भोंकना, कुत्ते के समान शब्द करना"
०१.०७९२,६९६),उष्,उषँ,दाहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"उष्,उषँ,दाहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to burn)",जलना
०१.०७९३,६९७),जिष्,जिषुँ,सेचने,भ्वादिः,,परस्मैपदी,सकर्मकः,"जिष्,जिषुँ,सेचने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle)","प्रोक्षण करना, सींचना"
०१.०७९४,६९८),विष्,विषुँ,सेचने,भ्वादिः,,परस्मैपदी,सकर्मकः,"विष्,विषुँ,सेचने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,अनिट् ,(to sprinkle)","प्रोक्षण करना, सींचना"
०१.०७९५,६९९),मिष्,मिषुँ,सेचने,भ्वादिः,,परस्मैपदी,सकर्मकः,"मिष्,मिषुँ,सेचने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle)","प्रोक्षण करना, सींचना"
०१.०७९७,७००),पुष्,पुषँ,पुष्टौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"पुष्,पुषँ,पुष्टौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to nourish,to bring up,to support, to protect, to take care, to feed)","पालन करना, पोषण करना"
०१.०७९८,७०१),श्रिष्,श्रिषुँ,दाहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"श्रिष्,श्रिषुँ,दाहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to set on fire)","जलाना, दग्ध करना"
०१.०७९९,७०२),श्लिष्,श्लिषुँ,दाहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"श्लिष्,श्लिषुँ,दाहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to set on fire)","जलाना, दग्ध करना"
०१.०८००,७०३),प्रुष्,प्रुषुँ,दाहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"प्रुष्,प्रुषुँ,दाहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to set on fire)",जलाना
०१.०८०१,७०४),प्लुष्,प्लुषुँ,दाहे,भ्वादिः,,परस्मैपदी,सकर्मकः,"प्लुष्,प्लुषुँ,दाहे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to set on fire)",जलाना
०१.०८०२,७०५),पृष्,पृषुँ,सेचनहिंसासङ्क्लेशनेषु,भ्वादिः,,परस्मैपदी,सकर्मकः,"पृष्,पृषुँ,सेचनहिंसासङ्क्लेशनेषु,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle,to kill, to destroy, to hurt)","हिंसा करना, सींचना, कष्ट देना"
०१.०८०३,७०६),वृष्,वृषुँ,सेचनहिंसासङ्क्लेशनेषु,भ्वादिः,,परस्मैपदी,सकर्मकः,"वृष्,वृषुँ,सेचनहिंसासङ्क्लेशनेषु,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle,to kill, to destroy, to hurt)","सींचना, मारना, कष्ट देना"
०१.०८०४,७०७),मृष्,मृषुँ,सेचने,सहने,च,भ्वादिः,,"मृष्,मृषुँ,सेचने,सहने,च,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to sprinkle, to suffer, to endure, to bear, to tolerate)","सींचना, सहन करना"
०१.०८०५,७०८),घृष्,घृषुँ,सङ्घर्षे,भ्वादिः,,परस्मैपदी,सकर्मकः,"घृष्,घृषुँ,सङ्घर्षे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to grind,to strike,to rub,to brush,to polish)",लड़ाई करना
०१.०८०६,७०९),हृष्,हृषुँ,अलीके,भ्वादिः,,परस्मैपदी,अकर्मकः,"हृष्,हृषुँ,अलीके,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be delighted , to rejoice , to be happy, to fill with pleasure, to speak lie)","झूट बोलना, मिथ्या बोलना"
०१.०८०७,७१०),तुस्,तुसँ,शब्दे,भ्वादिः,,परस्मैपदी,अकर्मकः,"तुस्,तुसँ,शब्दे,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०८०८,७११),ह्रस्,ह्रसँ,शब्दे,भ्वादिः,,परस्मैपदी,अकर्मकः,"ह्रस्,ह्रसँ,शब्दे,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०८०९,७१२),ह्लस्,ह्लसँ,शब्दे,भ्वादिः,,परस्मैपदी,अकर्मकः,"ह्लस्,ह्लसँ,शब्दे,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०८१०,७१३),रस्,रसँ,शब्दे,भ्वादिः,,परस्मैपदी,अकर्मकः,"रस्,रसँ,शब्दे,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to sound)",शब्द करना
०१.०८११,७१४),लस्,लसँ,श्लेषणक्रीडनयोः,भ्वादिः,,परस्मैपदी,अकर्मकः,"लस्,लसँ,श्लेषणक्रीडनयोः,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to embrace,to hug, to linger, to enjoy, to come to light, to play)","आलिंगन करना, गले लगाना, खेलना, रमण करना"
०१.०८१२,७१५),घस्,घसॢँ,अदने,भ्वादिः,,परस्मैपदी,सकर्मकः,"घस्,घसॢँ,अदने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,अनिट् ,(to eat,to devour, to binge, to overeat)",खाना
०१.०८१३,७१६),जर्ज्,जर्जँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,,परस्मैपदी,सकर्मकः,"जर्ज्,जर्जँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to to blame,to kill,to reprove, to hit)","बोलना, हिंसा करना, तोड़फोड़ करना"
०१.०८१४,७१७),चर्च्,चर्चँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,,परस्मैपदी,सकर्मकः,"चर्च्,चर्चँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to to blame,to kill,to reprove, to hit)","बोलना, हिंसा करना, तोड़फोड़ करना"
०१.०८१५,७१८),झर्झ्,झर्झँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,,परस्मैपदी,सकर्मकः,"झर्झ्,झर्झँ,परिभाषणहिंसातर्जनेषु,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to speak, to to blame,to kill,to reprove, to hit)","बोलना, हिंसा करना, तोड़फोड़ करना"
०१.०८१६,७१९),पिस्,पिसृँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"पिस्,पिसृँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०८१७,७२०),पेस्,पेसृँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"पेस्,पेसृँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०८२२,७२१),हस्,हसेँ,हसने,भ्वादिः,,परस्मैपदी,अकर्मकः,"हस्,हसेँ,हसने,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to laugh,to smile,to joke, to ridicule)",हसना
०१.०८२३,७२२),निश्,णिशँ,समाधौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"निश्,णिशँ,समाधौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to meditate upon, to think calmly)",समाधौ
०१.०८२४,७२३),मिश्,मिशँ,शब्दे,रोषकृते,गतौ,च,भ्वादिः,"मिश्,मिशँ,शब्दे,रोषकृते,गतौ,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to make noise,to be angry, to tie, to bind, to go)","शब्द करना, क्रोध करना, बंधना, जाना"
०१.०८२५,७२४),मश्,मशँ,शब्दे,रोषकृते,गतौ,च,भ्वादिः,"मश्,मशँ,शब्दे,रोषकृते,गतौ,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to make noise,to be angry, to tie, to bind, to go)","शब्द करना, क्रोध करना, जाना"
०१.०८२६,७२५),शव्,शवँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"शव्,शवँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०८२७,७२६),शश्,शशँ,प्लुतगतौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"शश्,शशँ,प्लुतगतौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to jump,to dance, to leap)","कूदते हुए जाना, फुदकते हुए जाना"
०१.०८२८,७२७),शस्,शसुँ,हिंसायाम्,भ्वादिः,,परस्मैपदी,अकर्मकः,"शस्,शसुँ,हिंसायाम्,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to kill, to destroy)","हिंसा करना, मारना"
०१.०८२९,७२८),शंस्,शन्सुँ,स्तुतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"शंस्,शन्सुँ,स्तुतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to praise, to complement)","स्तुति करना, प्रशंसा करना"
०१.०८३०,७२९),चह्,चहँ,परिकल्कने,भ्वादिः,,परस्मैपदी,अकर्मकः,"चह्,चहँ,परिकल्कने,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to be wicked,to be proud,to cheat, to boast)","गर्वीला होना, ठगना, दुष्कर्मी होना"
०१.०८३१,७३०),मह्,महँ,पूजायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"मह्,महँ,पूजायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to worship,to revere)",पूजा करना
०१.०८३२,७३१),रह्,रहँ,त्यागे,भ्वादिः,,परस्मैपदी,सकर्मकः,"रह्,रहँ,त्यागे,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to abandon,to quit, to leave)","त्यागना, छोडना"
०१.०८३३,७३२),रंह्,रहिँ,गतौ,भ्वादिः,,परस्मैपदी,सकर्मकः,"रंह्,रहिँ,गतौ,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to go)",जाना
०१.०८३४,७३३),दृह्,दृहँ,वृद्धौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"दृह्,दृहँ,वृद्धौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to grow, to prosper)","बढ़ना, बुद्धि होना"
०१.०८३५,७३४),दृंह्,दृहिँ,वृद्धौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"दृंह्,दृहिँ,वृद्धौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to grow, to prosper)",बढ़ना
०१.०८३६,७३५),बृह्,बृहँ,वृद्धौ,भ्वादिः,,परस्मैपदी,अकर्मकः,"बृह्,बृहँ,वृद्धौ,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to grow, to prosper)","बढ़ना, बुद्धि होना"
०१.०८३७,७३६),बृंह्,बृहिँ,वृद्धौ,शब्दे,च,भ्वादिः,,"बृंह्,बृहिँ,वृद्धौ,शब्दे,च,भ्वादिः,, परस्मैपदी ,अकर्मकः ,सेट्  ,(to grow, to prosper, to sound)","बढ़ना, शब्द करना"
०१.०८३८,७३७),तुह्,तुहिँर्,अर्दने,भ्वादिः,,परस्मैपदी,सकर्मकः,"तुह्,तुहिँर्,अर्दने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to hurt,to kill,to pain, to kill)","पीड़ा करना, दुख देना, हिंसा करना"
०१.०८३९,७३८),दुह्,दुहिँर्,अर्दने,भ्वादिः,,परस्मैपदी,सकर्मकः,"दुह्,दुहिँर्,अर्दने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to hurt,to kill,to pain, to kill)","पीड़ा करना, दुख देना, हिंसा करना"
०१.०८४०,७३९),उह्,उहिँर्,अर्दने,भ्वादिः,,परस्मैपदी,सकर्मकः,"उह्,उहिँर्,अर्दने,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to hurt,to kill,to pain, to kill)",पीड़ा करना
०१.०८४१,७४०),अर्ह्,अर्हँ,पूजायाम्,भ्वादिः,,परस्मैपदी,सकर्मकः,"अर्ह्,अर्हँ,पूजायाम्,भ्वादिः,, परस्मैपदी ,सकर्मकः ,सेट्  ,(to be worthty, to be eligible, to have merit)",पूजा करना
